date,product_id,product_category,units_sold,unit_price,stock_on_hand,reorder_point,is_promotion,discount_pct,day_of_week,month,supplier_lead_days
31-12-2022,P013,Beauty,77,2359.63,216,77,0,0,5,12,10
03-02-2022,P041,Electronics,12,18454.84,80,68,0,0,3,2,2
22-01-2022,P014,Electronics,23,23484.77,114,28,0,0,5,1,9
25-07-2023,P026,Home,19,7448.99,86,42,0,0,1,7,8
06-06-2023,P033,Electronics,15,9439.29,343,74,0,0,1,6,13
21-09-2023,P023,Electronics,18,2515.45,139,32,0,0,3,9,4
04-03-2022,P045,Electronics,17,15973.42,25,21,0,0,4,3,13
14-07-2022,P011,Electronics,16,6510.6,35,27,0,0,3,7,4
29-04-2023,P045,Electronics,26,16105.53,60,21,0,0,5,4,13
24-08-2023,P047,Electronics,22,16669.33,56,21,0,0,3,8,6
16-05-2023,P044,Sports,19,2070.56,115,36,0,0,1,5,12
03-02-2023,P024,Electronics,10,2650.99,140,58,0,0,4,2,2
18-03-2022,P015,Electronics,30,12009.62,68,52,1,49.3,4,3,8
26-05-2022,P050,Electronics,16,19711.07,159,78,0,0,3,5,2
10-08-2023,P035,Sports,21,1765.31,204,76,0,0,3,8,5
14-11-2022,P015,Electronics,23,12553.05,154,52,0,0,0,11,8
15-12-2023,P032,Electronics,27,7011.95,108,39,0,0,4,12,12
18-03-2023,P013,Beauty,39,2264.19,135,77,0,0,5,3,10
05-01-2023,P049,Apparel,33,1125.83,43,23,0,0,3,1,8
15-04-2022,P029,Apparel,25,1322.99,77,41,0,0,4,4,13
20-02-2022,P016,Electronics,18,9146.89,174,43,0,0,6,2,6
13-10-2023,P010,Home,35,2068.11,99,43,0,0,4,10,12
29-08-2023,P048,Apparel,34,1962.79,191,51,0,0,1,8,7
21-07-2023,P038,Electronics,8,13098.93,213,52,0,0,4,7,4
16-06-2022,P004,Apparel,31,3467.37,83,40,0,0,3,6,14
23-10-2023,P009,Apparel,29,3391.54,109,43,0,0,0,10,2
23-05-2022,P044,Sports,19,2091.31,117,36,0,0,0,5,12
06-11-2023,P008,Beauty,60,2019.57,10,20,0,0,0,11,10
16-06-2023,P013,Beauty,44,2375.16,250,77,0,0,4,6,10
19-11-2023,P025,Apparel,66,1362.1,59,51,0,0,6,11,5
18-01-2023,P041,Electronics,11,18031.23,73,68,0,0,2,1,2
25-08-2023,P047,Electronics,19,16353.68,37,21,0,0,4,8,6
02-09-2023,P010,Home,33,2060.3,98,43,0,0,5,9,12
30-03-2023,P046,Home,15,985.37,122,56,0,0,3,3,2
01-01-2023,P011,Electronics,27,6443.83,121,27,0,0,6,1,4
27-12-2022,P030,Electronics,33,23801.83,103,64,0,0,1,12,10
31-01-2023,P029,Apparel,28,1265.6,103,41,0,0,1,1,13
26-10-2023,P014,Electronics,24,23366.41,31,28,0,0,3,10,9
22-10-2022,P044,Sports,43,2035.75,104,36,0,0,5,10,12
07-07-2023,P045,Electronics,13,15957.91,39,21,0,0,4,7,13
16-04-2023,P002,Sports,30,5649.67,244,55,0,0,6,4,9
21-10-2023,P005,Electronics,28,8454.07,229,72,0,0,5,10,9
14-03-2023,P040,Apparel,27,1421.3,152,51,0,0,1,3,9
24-08-2023,P034,Sports,26,2460.13,168,52,0,0,3,8,2
07-08-2022,P027,Electronics,17,11349.32,197,62,0,0,6,8,14
12-07-2022,P045,Electronics,16,16131.39,49,21,0,0,1,7,13
27-01-2023,P047,Electronics,11,16829.13,41,21,0,0,4,1,6
17-07-2023,P025,Apparel,26,13804.2,166,51,0,0,0,7,5
13-06-2022,P024,Electronics,12,2764.53,178,58,0,0,0,6,2
29-07-2022,P039,Home,13,2522.27,62,43,0,0,4,7,12
06-06-2023,P035,Sports,26,1763.21,326,76,0,0,1,6,5
20-01-2023,P005,Electronics,24,8427.75,95,72,0,0,4,1,9
03-12-2023,P008,Beauty,79,2003.97,0,20,0,0,6,12,10
12-07-2023,P035,Sports,15,1763.57,149,76,0,0,2,7,5
02-10-2023,P030,Electronics,19,23773.6,223,64,0,0,0,10,10
22-11-2022,P025,Apparel,51,1367.41,141,51,0,0,1,11,5
23-01-2022,P040,Apparel,30,1380.78,112,51,0,0,6,1,9
09-07-2023,P016,Electronics,19,9064.68,128,43,0,0,6,7,6
11-05-2022,P043,Electronics,25,13642.65,170,68,0,0,2,5,6
02-09-2022,P025,Apparel,26,1400.89,57,51,0,0,4,9,5
27-04-2023,P008,Beauty,36,2085.61,77,20,0,0,3,4,10
01-10-2023,P006,Electronics,33,10077.31,127,79,0,0,6,10,13
07-12-2022,P014,Electronics,24,22846.86,101,28,0,0,2,12,9
05-02-2022,P044,Sports,31,2035.23,37,36,0,0,5,2,12
18-09-2023,P001,Electronics,11,24033.8,117,45,0,0,0,9,13
31-05-2022,P011,Electronics,16,6414.26,67,27,0,0,1,5,4
09-01-2022,P020,Electronics,17,19042.54,151,45,0,0,6,1,8
31-03-2023,P005,Electronics,21,8234.46,145,72,0,0,4,3,9
02-06-2022,P009,Apparel,24,3365.23,208,43,0,0,3,6,2
22-07-2023,P050,Electronics,22,19183.08,237,78,0,0,5,7,2
12-01-2023,P048,Apparel,27,1910.5,81,51,0,0,3,1,7
01-03-2023,P025,Apparel,22,1367.79,64,51,0,0,2,3,5
19-08-2022,P022,Electronics,25,14289.98,130,34,0,0,4,8,11
06-06-2022,P025,Apparel,27,1381.95,103,51,0,0,0,6,5
06-04-2022,P048,Apparel,25,1947.68,169,51,0,0,2,4,7
07-10-2022,P046,Home,37,1008.45,97,56,0,0,4,10,2
18-06-2022,P024,Electronics,20,2792.39,142,58,0,0,5,6,2
24-10-2023,P005,Electronics,25,8044.98,204,72,0,0,1,10,9
23-06-2023,P022,Electronics,12,13886.19,66,34,0,0,4,6,11
28-01-2022,P009,Apparel,31,3516.56,161,43,0,0,4,1,2
12-01-2022,P003,Home,18,4826.76,345,79,0,0,2,1,10
06-10-2022,P047,Electronics,38,16865.67,37,21,1,26.4,3,10,6
23-09-2022,P044,Sports,26,2033.26,96,36,0,0,4,9,12
13-11-2022,P027,Electronics,29,11482.54,199,62,0,0,6,11,14
07-05-2023,P005,Electronics,16,8324.8,247,72,0,0,6,5,9
27-11-2022,P015,Electronics,70,12379.05,157,52,1,58.6,6,11,8
04-09-2023,P017,Electronics,18,18749.72,96,59,0,0,0,9,7
07-03-2023,P024,Electronics,17,2717.58,70,58,0,0,1,3,2
27-04-2022,P043,Electronics,21,13312.35,229,68,0,0,2,4,6
05-01-2023,P021,Apparel,30,2819.2,275,58,0,0,3,1,12
22-07-2023,P022,Electronics,15,13988.86,135,34,0,0,5,7,11
29-11-2022,P047,Electronics,21,16790.43,65,21,0,0,1,11,6
11-09-2022,P035,Sports,31,1760.16,152,76,0,0,6,9,5
25-06-2022,P033,Electronics,19,9717.7,91,74,0,0,5,6,13
22-04-2022,P030,Electronics,17,23138.34,72,64,0,0,4,4,10
21-04-2023,P020,Electronics,14,20078.39,128,45,0,0,4,4,8
18-05-2023,P032,Electronics,17,7086.43,96,39,0,0,3,5,12
23-01-2023,P032,Electronics,15,7086.71,123,39,0,0,0,1,12
29-06-2022,P040,Apparel,21,1431.17,231,51,0,0,2,6,9
04-07-2023,P029,Apparel,27,1279.37,109,41,0,0,1,7,13
15-06-2023,P008,Beauty,34,2037.38,45,20,0,0,3,6,10
06-02-2023,P049,Apparel,20,1178.74,68,23,0,0,0,2,8
18-02-2022,P007,Electronics,22,14094.81,174,60,0,0,4,2,14
13-06-2022,P026,Home,17,7329.12,74,42,0,0,0,6,8
22-10-2022,P029,Apparel,44,1301.08,150,41,0,0,5,10,13
02-12-2023,P037,Electronics,26,5797.15,174,46,0,0,5,12,10
16-10-2023,P029,Apparel,72,1273.78,61,41,1,43.1,0,10,13
11-11-2022,P024,Electronics,30,2735.25,112,58,0,0,4,11,2
20-02-2023,P027,Electronics,14,114280.2,132,62,0,0,0,2,14
20-01-2023,P042,Apparel,31,1167.88,33,31,0,0,4,1,8
19-07-2022,P023,Electronics,19,2641.98,153,32,0,0,1,7,4
10-01-2023,P024,Electronics,15,2743.71,217,58,0,0,1,1,2
30-04-2022,P015,Electronics,14,12132.93,229,52,0,0,5,4,8
11-12-2022,P013,Beauty,82,2257.67,320,77,0,0,6,12,10
02-12-2022,P033,Electronics,32,9369.14,250,74,0,0,4,12,13
28-10-2022,P033,Electronics,24,9737.37,230,74,0,0,4,10,13
20-11-2023,P028,Apparel,44,1129.2,83,51,0,0,0,11,8
18-04-2022,P015,Electronics,21,12173.2,78,52,0,0,0,4,8
21-12-2023,P017,Electronics,28,18390.65,240,59,0,0,3,12,7
15-07-2023,P016,Electronics,25,9050.89,103,43,0,0,5,7,6
31-07-2023,P031,Apparel,27,705.86,97,47,0,0,0,7,13
15-03-2022,P005,Electronics,13,8413.19,97,72,0,0,1,3,9
20-08-2022,P018,Apparel,28,3226.4,35,20,0,0,5,8,4
28-02-2022,P037,Electronics,17,5843.27,197,46,0,0,0,2,10
19-04-2022,P007,Electronics,17,14635.79,274,60,0,0,1,4,14
19-02-2022,P031,Apparel,26,713.97,154,47,0,0,5,2,13
25-11-2022,P034,Sports,74,2527.72,55,52,1,49.1,4,11,2
16-02-2023,P002,Sports,17,5506.4,-199,55,0,0,3,2,9
27-08-2022,P042,Apparel,39,1167.25,98,31,0,0,5,8,8
26-12-2022,P050,Electronics,57,18933.73,189,78,1,47.4,0,12,2
18-10-2023,P045,Electronics,26,15910.12,29,21,1,12.6,2,10,13
30-03-2022,P012,Sports,14,4769.66,271,78,0,0,2,3,6
22-09-2022,P009,Apparel,40,3415.56,85,43,0,0,3,9,2
05-06-2023,P003,Home,25,4769.34,139,79,0,0,0,6,10
01-05-2022,P035,Sports,23,1701.59,174,76,0,0,6,5,5
02-03-2023,P047,Electronics,14,16834.19,80,21,0,0,3,3,6
10-01-2023,P012,Sports,21,4789.99,230,78,0,0,1,1,6
27-10-2023,P028,Apparel,34,1130.46,137,51,0,0,4,10,8
09-11-2022,P018,Apparel,56,3070.09,83,20,0,0,2,11,4
11-03-2022,P048,Apparel,20,1917.72,171,51,0,0,4,3,7
23-07-2023,P026,Home,37,7303.68,105,42,0,0,6,7,8
18-10-2023,P009,Apparel,69,3421.09,138,43,1,14.7,2,10,2
20-03-2023,P047,Electronics,17,16434.52,50,21,0,0,0,3,6
04-05-2022,P015,Electronics,17,12120.36,176,52,0,0,2,5,8
12-07-2022,P046,Home,19,956.02,169,56,0,0,1,7,2
30-05-2023,P028,Apparel,25,1110.54,99,51,0,0,1,5,8
19-01-2023,P023,Electronics,21,2611.1,146,32,0,0,3,1,4
17-02-2023,P021,Apparel,18,2861.85,91,58,0,0,4,2,12
10-02-2023,P044,Sports,19,2086.21,172,36,0,0,4,2,12
17-03-2022,P042,Apparel,38,1200.61,34,31,1,24.7,3,3,8
30-07-2023,P035,Sports,22,1790.58,271,76,0,0,6,7,5
18-07-2022,P042,Apparel,31,1177.21,131,31,0,0,0,7,8
12-07-2023,P046,Home,15,954.28,78,56,0,0,2,7,2
05-08-2023,P032,Electronics,29,7043.66,173,39,0,0,5,8,12
18-10-2022,P023,Electronics,26,2658.78,127,32,0,0,1,10,4
10-09-2022,P013,Beauty,67,2360.31,312,77,0,0,5,9,10
07-12-2022,P044,Sports,26,2008.36,102,36,0,0,2,12,12
02-02-2023,P035,Sports,28,1730.47,198,76,0,0,3,2,5
12-11-2022,P022,Electronics,35,13717.96,158,34,0,0,5,11,11
16-01-2023,P023,Electronics,29,2557.58,53,32,1,40.2,0,1,4
10-01-2022,P046,Home,20,995.32,118,56,0,0,0,1,2
04-04-2023,P014,Electronics,25,23256.09,81,28,0,0,1,4,9
26-03-2023,P017,Electronics,17,19170.08,249,59,0,0,6,3,7
06-01-2023,P037,Electronics,17,5897.89,89,46,0,0,4,1,10
05-09-2023,P017,Electronics,11,18849.32,85,59,0,0,1,9,7
24-05-2023,P028,Apparel,31,1097.02,164,51,0,0,2,5,8
30-12-2023,P046,Home,40,989.5,118,56,0,0,5,12,2
04-09-2022,P037,Electronics,35,5835.6,61,46,0,0,6,9,10
07-10-2023,P019,Apparel,65,755.98,125,33,0,0,5,10,4
30-11-2022,P043,Electronics,19,13423.86,215,68,0,0,2,11,6
14-01-2022,P024,Electronics,32,2802.79,74,58,1,54.2,4,1,2
28-04-2022,P042,Apparel,28,1208.6,102,31,0,0,3,4,8
30-04-2022,P001,Electronics,21,24938.69,161,45,0,0,5,4,13
05-10-2022,P017,Electronics,46,18530.66,141,59,1,41.3,2,10,7
06-04-2022,P010,Home,28,2082.47,196,43,0,0,2,4,12
09-12-2022,P031,Apparel,48,720.27,68,47,0,0,4,12,13
10-07-2023,P027,Electronics,14,11267.43,162,62,0,0,0,7,14
12-01-2022,P020,Electronics,18,19575.75,133,45,0,0,2,1,8
25-01-2023,P014,Electronics,17,23474.35,115,28,0,0,2,1,9
08-07-2023,P040,Apparel,34,1410.53,89,51,0,0,5,7,9
21-07-2023,P035,Sports,26,1753.53,333,76,0,0,4,7,5
11-06-2022,P020,Electronics,22,19491.76,80,45,0,0,5,6,8
20-05-2022,P007,Electronics,24,14139.62,194,60,0,0,4,5,14
14-03-2022,P025,Apparel,35,1343.5,156,51,0,0,0,3,5
25-10-2023,P036,Beauty,60,951.77,27,22,0,0,2,10,8
14-06-2022,P016,Electronics,15,89351.7,55,43,0,0,1,6,6
22-06-2023,P001,Electronics,12,23859.42,113,45,0,0,3,6,13
08-03-2022,P003,Home,12,4744.81,210,79,0,0,1,3,10
05-03-2022,P014,Electronics,19,23730.59,82,28,0,0,5,3,9
04-08-2022,P027,Electronics,24,11356.17,98,62,0,0,3,8,14
05-06-2022,P048,Apparel,38,1888.9,135,51,0,0,6,6,7
12-08-2023,P004,Apparel,35,3349.84,86,40,0,0,5,8,14
16-02-2023,P045,Electronics,16,15862.78,74,21,0,0,3,2,13
09-08-2022,P014,Electronics,15,22438.01,101,28,0,0,1,8,9
07-01-2022,P044,Sports,17,2064.7,97,36,0,0,4,1,12
27-09-2022,P015,Electronics,21,12429.78,108,52,0,0,1,9,8
04-09-2023,P002,Sports,27,5653.54,120,55,0,0,0,9,9
25-12-2023,P009,Apparel,65,3411.15,102,43,1,21.6,0,12,2
07-09-2023,P029,Apparel,23,12934.9,113,41,0,0,3,9,13
16-03-2023,P016,Electronics,13,9056.58,88,43,0,0,3,3,6
02-07-2022,P032,Electronics,19,7195.65,134,39,0,0,5,7,12
29-03-2022,P008,Beauty,31,2050.09,55,20,0,0,1,3,10
04-10-2023,P029,Apparel,41,1262.09,57,41,0,0,2,10,13
23-12-2022,P040,Apparel,53,1385.81,168,51,0,0,4,12,9
20-06-2022,P037,Electronics,18,5950.76,92,46,0,0,0,6,10
15-08-2023,P044,Sports,22,2058.44,102,36,0,0,1,8,12
23-01-2022,P037,Electronics,15,5697.22,133,46,0,0,6,1,10
06-10-2023,P012,Sports,41,4963.3,137,78,0,0,4,10,6
08-09-2022,P027,Electronics,25,11185.68,136,62,0,0,3,9,14
19-04-2023,P016,Electronics,20,8981.64,65,43,0,0,2,4,6
03-04-2022,P028,Apparel,36,1105.32,132,51,0,0,6,4,8
08-07-2022,P014,Electronics,16,23589.81,98,28,0,0,4,7,9
15-02-2023,P032,Electronics,12,7204.62,114,39,0,0,2,2,12
17-05-2023,P048,Apparel,27,1935.05,97,51,0,0,2,5,7
14-03-2022,P050,Electronics,12,19765.25,130,78,0,0,0,3,2
20-03-2023,P016,Electronics,13,9244.68,64,43,0,0,0,3,6
14-05-2023,P048,Apparel,39,1922.9,150,51,0,0,6,5,7
30-03-2023,P002,Sports,33,5497.89,146,55,0,0,3,3,9
16-11-2023,P003,Home,46,4749.39,84,79,0,0,3,11,10
09-11-2023,P002,Sports,40,5747.77,176,55,0,0,3,11,9
29-09-2023,P011,Electronics,15,6472.9,123,27,0,0,4,9,4
16-03-2022,P033,Electronics,12,9453.2,227,74,0,0,2,3,13
10-12-2023,P015,Electronics,30,12370.71,166,52,0,0,6,12,8
23-06-2023,P049,Apparel,26,1142.24,89,23,0,0,4,6,8
03-11-2023,P010,Home,34,2111.02,87,43,0,0,4,11,12
04-05-2022,P011,Electronics,16,6428.84,66,27,0,0,2,5,4
15-05-2023,P046,Home,28,981.52,157,56,0,0,0,5,2
18-07-2023,P043,Electronics,23,13371.28,159,68,0,0,1,7,6
15-01-2022,P029,Apparel,52,1333.07,130,41,1,49.4,5,1,13
27-07-2022,P001,Electronics,10,23722.52,49,45,0,0,2,7,13
04-01-2023,P009,Apparel,30,3392.44,158,43,0,0,2,1,2
07-01-2023,P028,Apparel,32,1091.97,184,51,0,0,5,1,8
03-12-2023,P042,Apparel,53,1158.69,68,31,0,0,6,12,8
07-08-2023,P002,Sports,22,5603.16,129,55,0,0,0,8,9
21-01-2023,P016,Electronics,31,9392.12,58,43,0,0,5,1,6
24-05-2022,P006,Electronics,18,10032.6,172,79,0,0,1,5,13
20-10-2023,P034,Sports,33,2454.49,116,52,0,0,4,10,2
06-08-2022,P020,Electronics,19,19280.25,66,45,0,0,5,8,8
10-03-2023,P035,Sports,28,1745.65,114,76,1,19.8,4,3,5
23-10-2022,P027,Electronics,35,11266.76,153,62,0,0,6,10,14
10-10-2023,P025,Apparel,32,1340.16,110,51,0,0,1,10,5
07-07-2023,P004,Apparel,26,3294.16,65,40,0,0,4,7,14
16-01-2022,P033,Electronics,22,9220.74,127,74,1,14.4,6,1,13
12-03-2023,P043,Electronics,25,13104.43,326,68,0,0,6,3,6
24-11-2022,P023,Electronics,28,2533.32,88,32,0,0,3,11,4
28-07-2023,P024,Electronics,15,2705.22,125,58,0,0,4,7,2
05-11-2022,P040,Apparel,66,1441.66,169,51,0,0,5,11,9
20-05-2023,P019,Apparel,48,791.76,143,33,0,0,5,5,4
21-07-2022,P048,Apparel,19,1943.57,140,51,0,0,3,7,7
09-10-2022,P044,Sports,39,2088.34,62,36,0,0,6,10,12
02-03-2022,P005,Electronics,18,8176.76,179,72,0,0,2,3,9
30-12-2023,P017,Electronics,35,18390.52,185,59,0,0,5,12,7
08-01-2022,P038,Electronics,10,12806.56,159,52,0,0,5,1,4
23-11-2022,P005,Electronics,39,8048.71,231,72,0,0,2,11,9
01-07-2022,P005,Electronics,18,8209.77,207,72,0,0,4,7,9
30-11-2023,P015,Electronics,25,12322.8,71,52,0,0,3,11,8
26-09-2023,P048,Apparel,32,1936.4,78,51,0,0,1,9,7
08-02-2023,P022,Electronics,15,14310.3,50,34,0,0,2,2,11
26-08-2022,P011,Electronics,13,6722.31,54,27,0,0,4,8,4
09-10-2022,P033,Electronics,28,9516.19,325,74,0,0,6,10,13
25-06-2023,P010,Home,24,2011.25,57,43,0,0,6,6,12
19-04-2023,P001,Electronics,14,24052.53,116,45,0,0,2,4,13
20-03-2022,P041,Electronics,17,18472.21,105,68,0,0,6,3,2
06-04-2023,P048,Apparel,27,1967.05,85,51,0,0,3,4,7
21-05-2022,P032,Electronics,20,7206.42,49,39,0,0,5,5,12
15-01-2022,P020,Electronics,23,19608.49,98,45,1,12.9,5,1,8
02-12-2022,P025,Apparel,40,1406.4,111,51,0,0,4,12,5
06-07-2022,P010,Home,23,2017.32,109,43,0,0,2,7,12
08-06-2023,P033,Electronics,18,9424.38,325,74,0,0,3,6,13
05-09-2023,P013,Beauty,52,2322.26,170,77,0,0,1,9,10
12-05-2023,P009,Apparel,32,3473.14,153,43,0,0,4,5,2
21-05-2022,P004,Apparel,44,3420.98,60,40,0,0,5,5,14
08-03-2022,P011,Electronics,24,6490.33,43,27,0,0,1,3,4
08-08-2022,P012,Sports,19,4941.05,308,78,0,0,0,8,6
25-10-2022,P049,Apparel,72,1150.52,71,23,1,39.8,1,10,8
06-03-2022,P014,Electronics,21,22395.51,61,28,0,0,6,3,9
20-07-2022,P047,Electronics,24,16776.5,78,21,0,0,2,7,6
10-04-2022,P014,Electronics,16,22943.84,80,28,0,0,6,4,9
30-06-2023,P026,Home,24,7338.21,97,42,0,0,4,6,8
02-02-2023,P004,Apparel,27,3344.5,162,40,0,0,3,2,14
11-06-2022,P036,Beauty,50,991.27,36,22,0,0,5,6,8
24-06-2023,P048,Apparel,44,1949.74,200,51,0,0,5,6,7
21-08-2023,P009,Apparel,24,3369.88,140,43,0,0,0,8,2
05-12-2022,P007,Electronics,30,14551.53,139,60,0,0,0,12,14
14-09-2022,P048,Apparel,47,1930.9,142,51,0,0,2,9,7
09-07-2023,P019,Apparel,46,748.64,71,33,0,0,6,7,4
08-05-2022,P041,Electronics,20,17867.41,153,68,0,0,6,5,2
25-03-2022,P035,Sports,30,1787.28,83,76,0,0,4,3,5
27-02-2022,P042,Apparel,29,1165.42,90,31,0,0,6,2,8
09-11-2023,P001,Electronics,36,24839.41,76,45,0,0,3,11,13
22-03-2022,P035,Sports,21,1798.73,113,76,0,0,1,3,5
02-11-2022,P039,Home,41,2529.51,150,43,0,0,2,11,12
27-07-2022,P030,Electronics,19,23245.45,138,64,0,0,2,7,10
11-03-2022,P018,Apparel,32,3080.85,21,20,0,0,4,3,4
22-10-2023,P013,Beauty,71,2286.63,304,77,0,0,6,10,10
24-01-2023,P045,Electronics,14,15659.34,77,21,0,0,1,1,13
09-09-2023,P026,Home,27,7353.63,187,42,0,0,5,9,8
28-04-2023,P025,Apparel,24,1334.9,160,51,0,0,4,4,5
24-05-2023,P010,Home,30,2034.62,52,43,0,0,2,5,12
21-10-2022,P037,Electronics,26,5721.94,127,46,0,0,4,10,10
08-06-2023,P028,Apparel,30,1129.66,69,51,0,0,3,6,8
01-03-2022,P044,Sports,26,2019.45,72,36,0,0,1,3,12
25-06-2023,P020,Electronics,20,19655.54,58,45,0,0,6,6,8
07-02-2022,P043,Electronics,19,13758.04,265,68,0,0,0,2,6
05-09-2022,P012,Sports,30,4927.28,97,78,0,0,0,9,6
19-05-2022,P031,Apparel,29,706.2,65,47,0,0,3,5,13
01-02-2022,P009,Apparel,29,3466.09,132,43,0,0,1,2,2
27-12-2022,P043,Electronics,33,13261.98,80,68,0,0,1,12,6
08-06-2022,P033,Electronics,15,9253.48,169,74,0,0,2,6,13
03-10-2023,P030,Electronics,21,22695.82,202,64,0,0,1,10,10
28-06-2022,P029,Apparel,31,1267.71,105,41,0,0,1,6,13
27-10-2022,P044,Sports,35,2088.72,104,36,0,0,3,10,12
21-06-2023,P024,Electronics,10,2657.1,244,58,0,0,2,6,2
15-01-2023,P035,Sports,50,1720.54,245,76,1,40.4,6,1,5
16-12-2022,P017,Electronics,25,19223.07,119,59,0,0,4,12,7
17-10-2022,P026,Home,31,7331.21,103,42,0,0,0,10,8
18-11-2023,P025,Apparel,44,1395.93,125,51,0,0,5,11,5
15-01-2023,P007,Electronics,32,14344.01,231,60,1,29.1,6,1,14
20-04-2022,P020,Electronics,8,19504.86,73,45,0,0,2,4,8
24-07-2023,P021,Apparel,29,2767.44,-82,58,0,0,0,7,12
12-11-2022,P016,Electronics,33,8994.53,63,43,0,0,5,11,6
31-08-2023,P003,Home,22,47983.9,108,79,0,0,3,8,10
09-01-2022,P028,Apparel,40,1086.09,68,51,0,0,6,1,8
11-06-2023,P023,Electronics,19,2528.67,87,32,0,0,6,6,4
26-05-2023,P049,Apparel,32,1124,81,23,0,0,4,5,8
06-07-2022,P012,Sports,25,4867.99,152,78,0,0,2,7,6
19-12-2023,P015,Electronics,31,12034.95,227,52,0,0,1,12,8
13-01-2023,P040,Apparel,24,1422.63,152,51,0,0,4,1,9
01-04-2023,P034,Sports,33,2442.27,171,52,0,0,5,4,2
25-06-2022,P012,Sports,32,4982.59,177,78,0,0,5,6,6
28-02-2023,P046,Home,21,991.32,66,56,0,0,1,2,2
18-01-2022,P007,Electronics,15,14322.26,184,60,0,0,1,1,14
23-05-2023,P004,Apparel,22,3465.39,67,40,0,0,1,5,14
27-10-2023,P012,Sports,21,4759.66,302,78,0,0,4,10,6
30-09-2022,P026,Home,16,7386.09,157,42,0,0,4,9,8
15-09-2022,P005,Electronics,13,8122.22,80,72,0,0,3,9,9
10-04-2022,P034,Sports,28,2474.76,141,52,0,0,6,4,2
30-01-2023,P036,Beauty,47,954.81,62,22,0,0,0,1,8
06-09-2022,P006,Electronics,21,10384.05,306,79,0,0,1,9,13
17-10-2022,P019,Apparel,43,7740,133,33,0,0,0,10,4
13-02-2022,P049,Apparel,30,1184.62,26,23,0,0,6,2,8
15-06-2022,P048,Apparel,22,1891.42,185,51,0,0,2,6,7
26-09-2023,P007,Electronics,27,14737.68,97,60,0,0,1,9,14
28-07-2022,P031,Apparel,28,731.05,186,47,0,0,3,7,13
11-02-2023,P003,Home,34,47420,179,79,0,0,5,2,10
02-08-2022,P034,Sports,30,2485.78,148,52,0,0,1,8,2
19-03-2023,P006,Electronics,19,10474.17,116,79,0,0,6,3,13
08-04-2022,P025,Apparel,27,1369.37,125,51,0,0,4,4,5
19-05-2022,P050,Electronics,15,19408.55,215,78,0,0,3,5,2
21-01-2022,P030,Electronics,13,23302.25,124,64,0,0,4,1,10
17-06-2023,P029,Apparel,50,1299.14,-121,41,0,0,5,6,13
26-09-2022,P006,Electronics,17,10140.4,252,79,0,0,0,9,13
28-05-2023,P003,Home,30,4903.77,202,79,0,0,6,5,10
04-12-2022,P040,Apparel,50,1431.99,212,51,0,0,6,12,9
30-04-2022,P007,Electronics,14,14747.64,218,60,0,0,5,4,14
28-02-2023,P011,Electronics,18,6399.85,44,27,0,0,1,2,4
04-02-2022,P006,Electronics,15,9946.23,215,79,0,0,4,2,13
20-06-2022,P040,Apparel,40,1440.05,72,51,0,0,0,6,9
02-02-2022,P013,Beauty,41,2300.84,316,77,0,0,2,2,10
26-12-2023,P027,Electronics,39,11717.98,246,62,1,22.4,1,12,14
09-10-2023,P044,Sports,28,2069.53,124,36,0,0,0,10,12
05-12-2023,P028,Apparel,45,1117.61,199,51,0,0,1,12,8
01-08-2022,P022,Electronics,19,14054.74,113,34,0,0,0,8,11
29-05-2022,P015,Electronics,25,12628.77,123,52,0,0,6,5,8
05-09-2022,P015,Electronics,21,12446.99,128,52,0,0,0,9,8
05-07-2023,P025,Apparel,30,1405.55,138,51,0,0,2,7,5
30-04-2023,P018,Apparel,28,3146.93,23,20,0,0,6,4,4
24-08-2022,P021,Apparel,34,2826.05,222,58,0,0,2,8,12
01-02-2023,P044,Sports,15,2086.11,95,36,0,0,2,2,12
29-03-2023,P039,Home,31,2524.72,99,43,0,0,2,3,12
27-10-2023,P005,Electronics,25,8186.54,179,72,0,0,4,10,9
17-10-2022,P035,Sports,39,1729.6,110,76,0,0,0,10,5
12-01-2022,P031,Apparel,20,742.14,133,47,0,0,2,1,13
10-01-2023,P039,Home,28,2606.48,134,43,0,0,1,1,12
28-03-2022,P032,Electronics,12,6875.72,141,39,0,0,0,3,12
06-12-2023,P035,Sports,45,1799.46,209,76,0,0,2,12,5
27-02-2022,P012,Sports,30,4746.04,242,78,0,0,6,2,6
22-04-2023,P043,Electronics,23,13680.84,217,68,0,0,5,4,6
10-12-2023,P025,Apparel,70,1370.14,176,51,0,0,6,12,5
16-08-2023,P045,Electronics,19,16443.6,47,21,0,0,2,8,13
15-05-2022,P032,Electronics,27,6944.22,89,39,0,0,6,5,12
16-06-2022,P041,Electronics,14,17722.44,81,68,0,0,3,6,2
03-05-2023,P013,Beauty,33,2266.07,121,77,0,0,2,5,10
17-02-2022,P014,Electronics,18,23539.22,53,28,0,0,3,2,9
21-04-2022,P026,Home,26,7418.33,170,42,0,0,3,4,8
31-08-2022,P014,Electronics,14,22596.86,41,28,0,0,2,8,9
18-05-2023,P027,Electronics,18,11612.05,164,62,0,0,3,5,14
19-03-2022,P013,Beauty,87,2378.18,257,77,1,38.6,5,3,10
26-01-2022,P015,Electronics,18,12694.14,78,52,0,0,2,1,8
